Fecha,Hoja,Rango,Valor anterior,Nuevo valor,Usuario
07-jul-25 1:21 p.m.,Calibración/Verificación,H288,Calibración,NA,validacion7@sblpharma.com
07-jul-25 1:23 p.m.,Calibración/Verificación,I288,3,NA,validacion7@sblpharma.com
07-jul-25 1:23 p.m.,Calibración/Verificación,J288,3,NA,validacion7@sblpharma.com
07-jul-25 1:23 p.m.,Calibración/Verificación,L288,2,NA,validacion7@sblpharma.com
07-jul-25 1:24 p.m.,SBL-LM-08,I554,NA,04-jul-25,validacion7@sblpharma.com
07-jul-25 1:24 p.m.,Calibración/Verificación,H549,Calibración,NA,validacion7@sblpharma.com
07-jul-25 1:24 p.m.,Calibración/Verificación,I549,2,NA,validacion7@sblpharma.com
07-jul-25 1:24 p.m.,Calibración/Verificación,J549,3,NA,validacion7@sblpharma.com
07-jul-25 1:24 p.m.,Calibración/Verificación,L549,1,NA,validacion7@sblpharma.com
07-jul-25 1:25 p.m.,SBL-LM-08,A543,,Termohigrómetro,validacion7@sblpharma.com
07-jul-25 1:25 p.m.,SBL-LM-08,B543,,HUATO,validacion7@sblpharma.com
07-jul-25 1:27 p.m.,SBL-LM-08,C543,,A2000-EX,validacion7@sblpharma.com
07-jul-25 1:28 p.m.,SBL-LM-08,D543,,H2000JA095,validacion7@sblpharma.com
07-jul-25 1:28 p.m.,SBL-LM-08,E543,,TER-LO-02,validacion7@sblpharma.com
07-jul-25 1:28 p.m.,SBL-LM-08,F543,,Logística,validacion7@sblpharma.com
07-jul-25 1:28 p.m.,SBL-LM-08,G543,,"Móvil, Transporte",validacion7@sblpharma.com
07-jul-25 1:28 p.m.,SBL-LM-08,H543,,07-jul-25,validacion7@sblpharma.com
07-jul-25 1:28 p.m.,SBL-LM-08,I543,,NA,validacion7@sblpharma.com
07-jul-25 1:28 p.m.,Calibración/Verificación,N4,NA,,validacion7@sblpharma.com
07-jul-25 1:57 p.m.,Calibración/Verificación,Q550,Externa,NA,validacion7@sblpharma.com
09-jul-25 3:20 p.m.,Calibración/Verificación,R482,5.0°C Tol ± 3.0°C,Tres puntos 5.0°C Tol ± 3.0°C,validacion7@sblpharma.com
10-jul-25 9:27 a.m.,Calibración/Verificación,R606,"0.0°C, 25.0°C, 37.0°C, 50.0°C, 100.0°C Tol. ± 0.1°C","0.0°C, 25.0°C, 37.0°C, 50.0°C, 100.0°C Tol. ± 0.5°C",validacion7@sblpharma.com
14-jul-25 8:07 a.m.,Certificados,AF23,,45839,validacion7@sblpharma.com
14-jul-25 8:08 a.m.,Certificados,AF24,,45839,validacion7@sblpharma.com
14-jul-25 8:08 a.m.,Certificados,AF423,,45839,validacion7@sblpharma.com
14-jul-25 8:24 a.m.,Certificados,AF425,,45839,validacion7@sblpharma.com
14-jul-25 8:25 a.m.,Certificados,AF330,,38534,validacion7@sblpharma.com
14-jul-25 8:25 a.m.,Certificados,AF331,,45839,validacion7@sblpharma.com
14-jul-25 8:26 a.m.,Certificados,AF332,,45839,validacion7@sblpharma.com
14-jul-25 8:26 a.m.,Certificados,AF164,,45839,validacion7@sblpharma.com
14-jul-25 8:29 a.m.,Certificados,AF238,,45839,validacion7@sblpharma.com
14-jul-25 8:30 a.m.,Certificados,AF239,,45839,validacion7@sblpharma.com
14-jul-25 8:37 a.m.,Certificados,AF170,,45839,validacion7@sblpharma.com
14-jul-25 8:43 a.m.,Certificados,AF243,,45839,validacion7@sblpharma.com
14-jul-25 8:43 a.m.,Certificados,AF342,,45840,validacion7@sblpharma.com
14-jul-25 8:46 a.m.,Certificados,AF352,,45839,validacion7@sblpharma.com
14-jul-25 8:46 a.m.,Certificados,AF362,,45840,validacion7@sblpharma.com
14-jul-25 8:47 a.m.,Certificados,AF363,,45840,validacion7@sblpharma.com
14-jul-25 8:49 a.m.,Certificados,AF482,,45839,validacion7@sblpharma.com
14-jul-25 8:50 a.m.,Certificados,AF639,,45839,validacion7@sblpharma.com
14-jul-25 8:50 a.m.,Certificados,AF509,,45839,validacion7@sblpharma.com
14-jul-25 8:51 a.m.,Certificados,AF513,,45839,validacion7@sblpharma.com
14-jul-25 8:52 a.m.,Certificados,AF593,,45839,validacion7@sblpharma.com
14-jul-25 8:53 a.m.,Certificados,AF595,,45839,validacion7@sblpharma.com
14-jul-25 8:54 a.m.,Certificados,AF596,,45839,validacion7@sblpharma.com
14-jul-25 8:54 a.m.,Certificados,AF597,,45839,validacion7@sblpharma.com
14-jul-25 8:54 a.m.,Certificados,AF598,,45839,validacion7@sblpharma.com
14-jul-25 8:55 a.m.,Certificados,AF599,,https://drive.google.com/file/d/1_K9IAgpCo4Yp2Yy8Eno2doQtLyIuDgO4/view?usp=sharing,validacion7@sblpharma.com
14-jul-25 8:55 a.m.,Certificados,AF599,https://drive.google.com/file/d/1_K9IAgpCo4Yp2Yy8Eno2doQtLyIuDgO4/view?usp=sharing,,validacion7@sblpharma.com
14-jul-25 8:55 a.m.,Certificados,AF599,,01-jul-25,validacion7@sblpharma.com
14-jul-25 8:55 a.m.,Certificados,AF600,,45839,validacion7@sblpharma.com
14-jul-25 8:56 a.m.,Certificados,AF601,,45839,validacion7@sblpharma.com
14-jul-25 8:56 a.m.,Certificados,AF602,,45839,validacion7@sblpharma.com
16-jul-25 2:15 p.m.,Certificados,AF603,,45852,validacion7@sblpharma.com
18-jul-25 8:05 a.m.,SBL-LM-08,F349,Control de Calidad,Gestión de la Calidad,validacion7@sblpharma.com
18-jul-25 8:06 a.m.,SBL-LM-08,G349,Área de Balanzas,Control en Proceso,validacion7@sblpharma.com
18-jul-25 8:06 a.m.,SBL-LM-08,F347,Gestión de la Calidad,Control de Calidad,validacion7@sblpharma.com
18-jul-25 8:06 a.m.,SBL-LM-08,G347,Control en Proceso,Área de balanzas,validacion7@sblpharma.com
21-jul-25 11:08 a.m.,SBL-LM-08,A482,,Registrador de temperatura y humedad,validacion5@sblpharma.com
21-jul-25 11:08 a.m.,SBL-LM-08,B482,,Lascar Electronics,validacion5@sblpharma.com
21-jul-25 11:09 a.m.,SBL-LM-08,C482,,EL-USB-2,validacion5@sblpharma.com
21-jul-25 11:09 a.m.,SBL-LM-08,D482,,14757,validacion5@sblpharma.com
21-jul-25 11:09 a.m.,SBL-LM-08,E482,,DAT-VA-52,validacion5@sblpharma.com
21-jul-25 11:09 a.m.,SBL-LM-08,F482,,Validación,validacion5@sblpharma.com
21-jul-25 11:09 a.m.,SBL-LM-08,G482,,"Móvil, Almacén de Validación",validacion5@sblpharma.com
21-jul-25 11:10 a.m.,SBL-LM-08,H482,,21-jul-25,validacion5@sblpharma.com
21-jul-25 11:10 a.m.,SBL-LM-08,I482,,NA,validacion5@sblpharma.com
21-jul-25 11:19 a.m.,SBL-LM-08,A483,,,validacion5@sblpharma.com
21-jul-25 11:19 a.m.,SBL-LM-08,B483,,,validacion5@sblpharma.com
21-jul-25 11:19 a.m.,SBL-LM-08,C483,,,validacion5@sblpharma.com
21-jul-25 11:20 a.m.,SBL-LM-08,D483,,14779,validacion5@sblpharma.com
21-jul-25 11:20 a.m.,SBL-LM-08,E483,,DAT-VA-53,validacion5@sblpharma.com
21-jul-25 11:20 a.m.,SBL-LM-08,F483:I483,,,validacion5@sblpharma.com
21-jul-25 11:24 a.m.,SBL-LM-08,A484:C484,,,validacion5@sblpharma.com
21-jul-25 11:24 a.m.,SBL-LM-08,G484:J484,,,validacion5@sblpharma.com
21-jul-25 11:24 a.m.,SBL-LM-08,F484:I484,,,validacion5@sblpharma.com
21-jul-25 11:24 a.m.,SBL-LM-08,J484,NA,,validacion5@sblpharma.com
21-jul-25 11:25 a.m.,SBL-LM-08,F484:I484,,,validacion5@sblpharma.com
21-jul-25 11:35 a.m.,SBL-LM-08,D484,,14869,validacion5@sblpharma.com
21-jul-25 11:35 a.m.,SBL-LM-08,E484,,DAT-VA-54,validacion5@sblpharma.com
21-jul-25 12:45 p.m.,SBL-LM-08,A485:C485,,,validacion5@sblpharma.com
21-jul-25 12:45 p.m.,SBL-LM-08,D485,,14786,validacion5@sblpharma.com
21-jul-25 12:45 p.m.,SBL-LM-08,E485,,DAT-VA-55,validacion5@sblpharma.com
21-jul-25 12:45 p.m.,SBL-LM-08,F485:I485,,,validacion5@sblpharma.com
21-jul-25 12:46 p.m.,SBL-LM-08,A486:C486,,,validacion5@sblpharma.com
21-jul-25 12:47 p.m.,SBL-LM-08,D486,,14827,validacion5@sblpharma.com
21-jul-25 12:47 p.m.,SBL-LM-08,E486,,DAT-VA-56,validacion5@sblpharma.com
21-jul-25 12:47 p.m.,SBL-LM-08,F486:I486,,,validacion5@sblpharma.com
21-jul-25 12:48 p.m.,SBL-LM-08,A487:C487,,,validacion5@sblpharma.com
21-jul-25 12:48 p.m.,SBL-LM-08,D487,,14854,validacion5@sblpharma.com
21-jul-25 12:48 p.m.,SBL-LM-08,E487,,DAT-VA-57,validacion5@sblpharma.com
21-jul-25 12:48 p.m.,SBL-LM-08,F487:I487,,,validacion5@sblpharma.com
21-jul-25 12:49 p.m.,SBL-LM-08,A488:C488,,,validacion5@sblpharma.com
21-jul-25 12:49 p.m.,SBL-LM-08,D488,,14793,validacion5@sblpharma.com
21-jul-25 12:49 p.m.,SBL-LM-08,E488,,DAT-VA-58,validacion5@sblpharma.com
21-jul-25 12:49 p.m.,SBL-LM-08,F488:I488,,,validacion5@sblpharma.com
21-jul-25 12:50 p.m.,SBL-LM-08,A489:C489,,,validacion5@sblpharma.com
21-jul-25 12:51 p.m.,SBL-LM-08,D489,,14767,validacion5@sblpharma.com
21-jul-25 12:51 p.m.,SBL-LM-08,E489,,DAT-VA-59,validacion5@sblpharma.com
21-jul-25 12:51 p.m.,SBL-LM-08,F489:I489,,,validacion5@sblpharma.com
21-jul-25 12:51 p.m.,SBL-LM-08,A490:C490,,,validacion5@sblpharma.com
21-jul-25 12:52 p.m.,SBL-LM-08,D490,,14870,validacion5@sblpharma.com
21-jul-25 12:52 p.m.,SBL-LM-08,E490,,DAT-VA-60,validacion5@sblpharma.com
21-jul-25 12:52 p.m.,SBL-LM-08,F490:I490,,,validacion5@sblpharma.com
21-jul-25 12:52 p.m.,SBL-LM-08,A491:C491,,,validacion5@sblpharma.com
21-jul-25 12:53 p.m.,SBL-LM-08,D491,,14801,validacion5@sblpharma.com
21-jul-25 12:53 p.m.,SBL-LM-08,E491,,DAT-VA-61,validacion5@sblpharma.com
21-jul-25 12:53 p.m.,SBL-LM-08,F491:I491,,,validacion5@sblpharma.com
21-jul-25 12:54 p.m.,SBL-LM-08,A492:C492,,,validacion5@sblpharma.com
21-jul-25 12:54 p.m.,SBL-LM-08,D492,,14799,validacion5@sblpharma.com
21-jul-25 12:54 p.m.,SBL-LM-08,E492,,DAT-VA-62,validacion5@sblpharma.com
21-jul-25 12:54 p.m.,SBL-LM-08,F492:I492,,,validacion5@sblpharma.com
21-jul-25 12:55 p.m.,SBL-LM-08,A493:C493,,,validacion5@sblpharma.com
21-jul-25 12:55 p.m.,SBL-LM-08,D493,,14761,validacion5@sblpharma.com
21-jul-25 12:55 p.m.,SBL-LM-08,E493,,DAT-VA-63,validacion5@sblpharma.com
21-jul-25 12:55 p.m.,SBL-LM-08,F493:I493,,,validacion5@sblpharma.com
21-jul-25 12:56 p.m.,SBL-LM-08,A494:C494,,,validacion5@sblpharma.com
21-jul-25 12:56 p.m.,SBL-LM-08,D494,,14858,validacion5@sblpharma.com
21-jul-25 12:56 p.m.,SBL-LM-08,D494,14858,14858,validacion5@sblpharma.com
21-jul-25 12:57 p.m.,SBL-LM-08,E494,,DAT-VA-64,validacion5@sblpharma.com
21-jul-25 12:57 p.m.,SBL-LM-08,F494:I494,,,validacion5@sblpharma.com
21-jul-25 12:57 p.m.,SBL-LM-08,A495:C495,,,validacion5@sblpharma.com
21-jul-25 12:58 p.m.,SBL-LM-08,D495,,6115,validacion5@sblpharma.com
21-jul-25 12:58 p.m.,SBL-LM-08,E495,,DAT-VA-65,validacion5@sblpharma.com
21-jul-25 12:58 p.m.,SBL-LM-08,F495:I495,,,validacion5@sblpharma.com
21-jul-25 12:59 p.m.,SBL-LM-08,A496:C496,,,validacion5@sblpharma.com
21-jul-25 1:02 p.m.,SBL-LM-08,D496,,14760,validacion5@sblpharma.com
21-jul-25 1:03 p.m.,SBL-LM-08,E496,,DAT-VA-66,validacion5@sblpharma.com
21-jul-25 1:03 p.m.,SBL-LM-08,F496:I496,,,validacion5@sblpharma.com
21-jul-25 1:03 p.m.,SBL-LM-08,A497:C497,,,validacion5@sblpharma.com
21-jul-25 1:04 p.m.,SBL-LM-08,D497,,14829,validacion5@sblpharma.com
21-jul-25 1:04 p.m.,SBL-LM-08,E497,,DAT-VA-67,validacion5@sblpharma.com
21-jul-25 1:04 p.m.,SBL-LM-08,F497:I497,,,validacion5@sblpharma.com
21-jul-25 1:04 p.m.,SBL-LM-08,A498:C498,,,validacion5@sblpharma.com
21-jul-25 1:05 p.m.,SBL-LM-08,D498,,5806,validacion5@sblpharma.com
21-jul-25 1:05 p.m.,SBL-LM-08,E498,,DAT-VA-68,validacion5@sblpharma.com
21-jul-25 1:06 p.m.,SBL-LM-08,F498:I498,,,validacion5@sblpharma.com
21-jul-25 1:06 p.m.,SBL-LM-08,A499:C499,,,validacion5@sblpharma.com
21-jul-25 1:06 p.m.,SBL-LM-08,D499,,5809,validacion5@sblpharma.com
21-jul-25 1:07 p.m.,SBL-LM-08,E499,,DAT-VA-69,validacion5@sblpharma.com
21-jul-25 1:07 p.m.,SBL-LM-08,F499:I499,,,validacion5@sblpharma.com
21-jul-25 1:07 p.m.,SBL-LM-08,A500:C500,,,validacion5@sblpharma.com
21-jul-25 1:07 p.m.,SBL-LM-08,D500,,14796,validacion5@sblpharma.com
21-jul-25 1:08 p.m.,SBL-LM-08,E500,,DAT-VA-70,validacion5@sblpharma.com
21-jul-25 1:08 p.m.,SBL-LM-08,F500:I500,,,validacion5@sblpharma.com
21-jul-25 1:08 p.m.,SBL-LM-08,A501:C501,,,validacion5@sblpharma.com
21-jul-25 1:08 p.m.,SBL-LM-08,D501,,5801,validacion5@sblpharma.com
21-jul-25 1:09 p.m.,SBL-LM-08,E501,,DAT-VA-71,validacion5@sblpharma.com
21-jul-25 1:09 p.m.,SBL-LM-08,F501:I501,,,validacion5@sblpharma.com
21-jul-25 1:09 p.m.,SBL-LM-08,A502:C502,,,validacion5@sblpharma.com
21-jul-25 1:09 p.m.,SBL-LM-08,D502,,14874,validacion5@sblpharma.com
21-jul-25 1:09 p.m.,SBL-LM-08,E502,,DAT-VA-72,validacion5@sblpharma.com
21-jul-25 1:10 p.m.,SBL-LM-08,F502:I502,,,validacion5@sblpharma.com
21-jul-25 1:10 p.m.,SBL-LM-08,A503:C503,,,validacion5@sblpharma.com
21-jul-25 1:10 p.m.,SBL-LM-08,D503,,14856,validacion5@sblpharma.com
21-jul-25 1:11 p.m.,SBL-LM-08,E503,,DAT-VA-73,validacion5@sblpharma.com
21-jul-25 1:11 p.m.,SBL-LM-08,F503:I503,,,validacion5@sblpharma.com
21-jul-25 1:11 p.m.,SBL-LM-08,A504:C504,,,validacion5@sblpharma.com
21-jul-25 1:12 p.m.,SBL-LM-08,D504,,6508,validacion5@sblpharma.com
21-jul-25 1:12 p.m.,SBL-LM-08,E504,,DAT-VA-74,validacion5@sblpharma.com
21-jul-25 1:12 p.m.,SBL-LM-08,F504:I504,,,validacion5@sblpharma.com
21-jul-25 1:12 p.m.,SBL-LM-08,A505:C505,,,validacion5@sblpharma.com
21-jul-25 1:13 p.m.,SBL-LM-08,D505,,6125,validacion5@sblpharma.com
21-jul-25 1:13 p.m.,SBL-LM-08,E505,,DAT-VA-75,validacion5@sblpharma.com
21-jul-25 1:13 p.m.,SBL-LM-08,F505:I505,,,validacion5@sblpharma.com
21-jul-25 1:14 p.m.,SBL-LM-08,A506:C506,,,validacion5@sblpharma.com
21-jul-25 1:14 p.m.,SBL-LM-08,D506,,6123,validacion5@sblpharma.com
21-jul-25 1:14 p.m.,SBL-LM-08,E506,,DAT-VA-76,validacion5@sblpharma.com
21-jul-25 1:14 p.m.,SBL-LM-08,F506:I506,,,validacion5@sblpharma.com
21-jul-25 1:26 p.m.,SBL-LM-08,A507:C507,,,validacion5@sblpharma.com
21-jul-25 1:26 p.m.,SBL-LM-08,D507,,6114,validacion5@sblpharma.com
21-jul-25 1:26 p.m.,SBL-LM-08,E507,,DAT-VA-77,validacion5@sblpharma.com
21-jul-25 1:27 p.m.,SBL-LM-08,F507:I507,,,validacion5@sblpharma.com
21-jul-25 1:27 p.m.,SBL-LM-08,A508:C508,,,validacion5@sblpharma.com
21-jul-25 1:27 p.m.,SBL-LM-08,D508,,6490,validacion5@sblpharma.com
21-jul-25 1:27 p.m.,SBL-LM-08,E508,,DAT-VA-78,validacion5@sblpharma.com
21-jul-25 1:28 p.m.,SBL-LM-08,F508:I508,,,validacion5@sblpharma.com
21-jul-25 1:28 p.m.,SBL-LM-08,A509:C509,,,validacion5@sblpharma.com
21-jul-25 1:29 p.m.,SBL-LM-08,D509,,5818,validacion5@sblpharma.com
21-jul-25 1:29 p.m.,SBL-LM-08,E509,,DAT-VA-79,validacion5@sblpharma.com
21-jul-25 1:29 p.m.,SBL-LM-08,F509:I509,,,validacion5@sblpharma.com
21-jul-25 1:29 p.m.,SBL-LM-08,A510:C510,,,validacion5@sblpharma.com
21-jul-25 1:29 p.m.,SBL-LM-08,D510,,5798,validacion5@sblpharma.com
21-jul-25 1:30 p.m.,SBL-LM-08,E510,,DAT-VA-80,validacion5@sblpharma.com
21-jul-25 1:30 p.m.,SBL-LM-08,F510:I510,,,validacion5@sblpharma.com
21-jul-25 1:31 p.m.,SBL-LM-08,A511:C511,,,validacion5@sblpharma.com
21-jul-25 1:31 p.m.,SBL-LM-08,D511,,6105,validacion5@sblpharma.com
21-jul-25 1:31 p.m.,SBL-LM-08,E511,,DAT-VA-81,validacion5@sblpharma.com
21-jul-25 1:31 p.m.,SBL-LM-08,F511:I511,,,validacion5@sblpharma.com
21-jul-25 1:41 p.m.,Calibración/Verificación,N4,NA,,validacion5@sblpharma.com
22-jul-25 8:56 a.m.,Certificados,AF167,,45839,validacion7@sblpharma.com
22-jul-25 9:29 a.m.,SBL-LM-08,I449,NA,22-jul-25,validacion5@sblpharma.com
22-jul-25 9:30 a.m.,Calibración/Verificación,H444,Calibración,NA,validacion5@sblpharma.com
22-jul-25 9:30 a.m.,Calibración/Verificación,P444,Rechazado en calibración vrodriguez 21-May-25,"Rechazado en calibración vrodriguez 21-May-25
Baja: 22-Jul-25",validacion5@sblpharma.com
22-jul-25 9:30 a.m.,Calibración/Verificación,P444,"Rechazado en calibración vrodriguez 21-May-25
Baja: 22-Jul-25","Rechazado en calibración vrodriguez 21-May-25
Baja: 22-Jul-25 vrodriguez 22-Jul-25",validacion5@sblpharma.com
22-jul-25 9:30 a.m.,Calibración/Verificación,P444,"Rechazado en calibración vrodriguez 21-May-25
Baja: 22-Jul-25 vrodriguez 22-Jul-25","Rechazado en calibración vrodriguez 21-May-25
Baja: 22-Jul-25 vrodriguez 22-Jul-25",validacion5@sblpharma.com
22-jul-25 9:31 a.m.,Calibración/Verificación,I444,2,NA,validacion5@sblpharma.com
22-jul-25 9:31 a.m.,Calibración/Verificación,J444,2,NA,validacion5@sblpharma.com
22-jul-25 9:31 a.m.,Calibración/Verificación,L444,2,NA,validacion5@sblpharma.com
22-jul-25 9:31 a.m.,SBL-LM-08,I244,NA,22-jul-25,validacion5@sblpharma.com
22-jul-25 9:31 a.m.,Calibración/Verificación,H239,Calibración,NA,validacion5@sblpharma.com
22-jul-25 9:31 a.m.,Calibración/Verificación,I239,1,NA,validacion5@sblpharma.com
22-jul-25 9:31 a.m.,Calibración/Verificación,J239,1,NA,validacion5@sblpharma.com
22-jul-25 9:31 a.m.,Calibración/Verificación,L239,2,NA,validacion5@sblpharma.com
22-jul-25 9:32 a.m.,Calibración/Verificación,P239,,Baja: 22-Jul-25 vrodriguez 22-Jul-25,validacion5@sblpharma.com
22-jul-25 1:07 p.m.,Calibración/Verificación,H568,,Calibración,validacion7@sblpharma.com
22-jul-25 1:07 p.m.,Calibración/Verificación,I568,,2,validacion7@sblpharma.com
22-jul-25 1:07 p.m.,Calibración/Verificación,J568,,3,validacion7@sblpharma.com
22-jul-25 1:07 p.m.,Calibración/Verificación,L568,,2,validacion7@sblpharma.com
22-jul-25 1:08 p.m.,Calibración/Verificación,R568,,"20.0°C, 30.0°C, 40.0°C Tol ± 1.0°C",validacion7@sblpharma.com
23-jul-25 11:13 a.m.,Calibración/Verificación,R636,"0.0°C, 25.0°C, 37.0°C, 50.0°C, 100.0°C Tol. ± 0.5°C","0.0°C, 25.0°C, 37.0°C, 50.0°C, 100.0°C Tol. ± 0.1°C",validacion7@sblpharma.com
23-jul-25 11:14 a.m.,Certificados,AF636,,45852,validacion7@sblpharma.com
24-jul-25 2:16 p.m.,Certificados,AE146,45810,45810,validacion7@sblpharma.com
24-jul-25 2:17 p.m.,Certificados,AE145,45810,45810,validacion7@sblpharma.com
29-jul-25 9:47 a.m.,SBL-LM-08,A572,,Termohigrómetro,validacion5@sblpharma.com
29-jul-25 9:48 a.m.,SBL-LM-08,B572,,Extech Instruments,validacion5@sblpharma.com
29-jul-25 9:48 a.m.,SBL-LM-08,C572,,445702,validacion5@sblpharma.com
29-jul-25 9:49 a.m.,SBL-LM-08,D572,,ND,validacion5@sblpharma.com
29-jul-25 9:49 a.m.,SBL-LM-08,E572,,TER-LC-26,validacion5@sblpharma.com
29-jul-25 9:49 a.m.,SBL-LM-08,F572,,Control de Calidad,validacion5@sblpharma.com
29-jul-25 9:52 a.m.,SBL-LM-08,H572,,17-jul-25,validacion5@sblpharma.com
29-jul-25 9:52 a.m.,SBL-LM-08,I572,,NA,validacion5@sblpharma.com
29-jul-25 9:57 a.m.,Calibración/Verificación,N4,NA,,validacion5@sblpharma.com
29-jul-25 11:42 a.m.,SBL-LM-08,G572,,"Área de Balanzas, Estándares secundarios para grupos I, II y III",validacion5@sblpharma.com
31-jul-25 9:04 a.m.,Calibración/Verificación,H567,,Calibración,validacion7@sblpharma.com
31-jul-25 9:04 a.m.,Calibración/Verificación,I567,,2,validacion7@sblpharma.com
31-jul-25 9:04 a.m.,Calibración/Verificación,J567,,3,validacion7@sblpharma.com
31-jul-25 9:04 a.m.,Calibración/Verificación,Q567,,Externa,validacion7@sblpharma.com
31-jul-25 9:06 a.m.,Calibración/Verificación,R567,,"Temperatura  0.0ºC, 20.0ºC, 40.0ºC, 55ºC Tol ± 1.0
Humedad 15%, 30%, 60%, 80% Tol ±6%",validacion7@sblpharma.com
31-jul-25 10:28 a.m.,Certificados,AF339,,45855,validacion7@sblpharma.com
31-jul-25 11:43 a.m.,Certificados,AF126,,45866,validacion7@sblpharma.com
31-jul-25 11:43 a.m.,Certificados,AF127,,45862,validacion7@sblpharma.com
01-ago-25 8:24 a.m.,SBL-LM-08,I127,NA,01-ago-25,validacion7@sblpharma.com
01-ago-25 8:24 a.m.,Calibración/Verificación,H122,Calibración,NA,validacion7@sblpharma.com
01-ago-25 8:25 a.m.,Calibración/Verificación,I122,2,NA,validacion7@sblpharma.com
01-ago-25 8:25 a.m.,Calibración/Verificación,J122,2,NA,validacion7@sblpharma.com
01-ago-25 8:25 a.m.,Calibración/Verificación,L122,2,NA,validacion7@sblpharma.com
01-ago-25 8:25 a.m.,Calibración/Verificación,Q122,Externa,NA,validacion7@sblpharma.com
01-ago-25 8:26 a.m.,SBL-LM-08,G127,Análisis Fisicoquímicos,NA,validacion7@sblpharma.com
01-ago-25 8:26 a.m.,SBL-LM-08,F127,Desarrollo Analítico,NA,validacion7@sblpharma.com
01-ago-25 2:04 p.m.,Calibración/Verificación,R258,"0.00 MPa, -0.02 MPa, -0.04 MPa, -0.06 MPa, -0.08 MPa, -0.10 MPa Tolerancia de acuerdo a proveedor.","0.00 MPa, -0.02 MPa, -0.04 MPa, -0.06 MPa Tolerancia establecida por el proveedor.",validacion7@sblpharma.com
08-ago-25 11:11 a.m.,Certificados,AF22,,45870,validacion7@sblpharma.com
08-ago-25 11:51 a.m.,SBL-LM-08,A383:I383,,,validacion7@sblpharma.com
08-ago-25 11:51 a.m.,Calibración/Verificación,A378:R378,,,validacion7@sblpharma.com
08-ago-25 11:53 a.m.,Certificados,J378:X378,,,validacion7@sblpharma.com
08-ago-25 1:05 p.m.,Certificados,AF52,,45870,validacion7@sblpharma.com
08-ago-25 1:06 p.m.,Certificados,AF68,,45870,validacion7@sblpharma.com
08-ago-25 1:09 p.m.,Certificados,AF71,,45870,validacion7@sblpharma.com
08-ago-25 1:09 p.m.,Certificados,AF72,,45870,validacion7@sblpharma.com
08-ago-25 1:10 p.m.,Certificados,AF97,,45873,validacion7@sblpharma.com
08-ago-25 1:11 p.m.,Certificados,AF258,,45870,validacion7@sblpharma.com
08-ago-25 1:14 p.m.,Certificados,AF359,,45873,validacion7@sblpharma.com
08-ago-25 1:15 p.m.,Certificados,AF364,,45873,validacion7@sblpharma.com
08-ago-25 1:51 p.m.,Certificados,AF365,,45873,validacion7@sblpharma.com
08-ago-25 1:51 p.m.,Certificados,AF375,,45873,validacion7@sblpharma.com
08-ago-25 1:52 p.m.,Certificados,AF376,,45873,validacion7@sblpharma.com
08-ago-25 1:52 p.m.,Certificados,AF377,,45873,validacion7@sblpharma.com
08-ago-25 1:53 p.m.,Certificados,AF378,,45873,validacion7@sblpharma.com
08-ago-25 1:57 p.m.,Certificados,AF507,,45873,validacion7@sblpharma.com
08-ago-25 1:57 p.m.,Certificados,AF565,,45873,validacion7@sblpharma.com
08-ago-25 1:58 p.m.,Certificados,AF658,,45870,validacion7@sblpharma.com
08-ago-25 1:59 p.m.,Certificados,AF682,,45873,validacion7@sblpharma.com
11-ago-25 7:15 a.m.,Certificados,AF569,,45873,validacion7@sblpharma.com
12-ago-25 9:18 a.m.,Certificados,AF655,,45840,validacion7@sblpharma.com
12-ago-25 3:08 p.m.,SBL-LM-08,A512,,Selladora Manual por Inducción,validacion7@sblpharma.com
12-ago-25 3:08 p.m.,SBL-LM-08,B512,,JORESTECH,validacion7@sblpharma.com
12-ago-25 3:08 p.m.,SBL-LM-08,C512,,IND-100HA,validacion7@sblpharma.com
12-ago-25 3:09 p.m.,SBL-LM-08,D512,,AX502204060176,validacion7@sblpharma.com
12-ago-25 3:09 p.m.,SBL-LM-08,E512,,SMI-FR-01,validacion7@sblpharma.com
12-ago-25 3:09 p.m.,SBL-LM-08,F512,,Fabricación,validacion7@sblpharma.com
12-ago-25 3:09 p.m.,SBL-LM-08,G512,,Acondicionamiento Primario Llenado de Frascos,validacion7@sblpharma.com
12-ago-25 3:09 p.m.,SBL-LM-08,H512,,12-ago-25,validacion7@sblpharma.com
12-ago-25 3:09 p.m.,SBL-LM-08,I512,,NA,validacion7@sblpharma.com
12-ago-25 3:11 p.m.,Calibración/Verificación,N4,NA,,validacion7@sblpharma.com
12-ago-25 3:11 p.m.,Calibración/Verificación,H477,,Calibración,validacion7@sblpharma.com
12-ago-25 3:11 p.m.,Calibración/Verificación,I477,,2,validacion7@sblpharma.com
12-ago-25 3:11 p.m.,Calibración/Verificación,J477,,2,validacion7@sblpharma.com
12-ago-25 3:11 p.m.,Calibración/Verificación,L477,,2,validacion7@sblpharma.com
12-ago-25 3:11 p.m.,Calibración/Verificación,H478,,Calibración,validacion7@sblpharma.com
12-ago-25 3:11 p.m.,Calibración/Verificación,I478,,2,validacion7@sblpharma.com
12-ago-25 3:11 p.m.,Calibración/Verificación,J478,,2,validacion7@sblpharma.com
12-ago-25 3:11 p.m.,Calibración/Verificación,L478,,2,validacion7@sblpharma.com
