,,,,,,,,,2018,,,2019,,,2020,,,2021,,,2022,,,2023,,,2024,,,2025,,
Micropipeta,Thermo Scientific,FinnPipette F1,JH92140,MIP-DA-04,Desarrollo Analítico,Análisis Fisicoquímicos,Calibración,6,25-Mar-18,12-Sep-18,,15-Mar-19,12-Sep-19,,11-mar-20,08-sep-20,14-dic-20,12-may-21,09-nov-21,,04-may-22,04-Nov-22,,11-may-23,07-nov-23,,06-may-24,04-nov-24,,05-may-25,,
Micropipeta,Thermo Scientific,Finnpipette F1,JJ06794,MIP-DA-05,Desarrollo Analítico,Análisis Fisicoquímicos,Calibración,6,25-Mar-18,12-Sep-18,,15-Mar-19,12-Sep-19,,11-mar-20,08-sep-20,,08-mar-21,07-sep-21,,04-mar-22,03-sep-22,,04-mar-23,05-sep-23,,02-mar-24,03-sep-24,,12-mar-25,01-sep-25,
Micropipeta,Eppendorf,0.5 - 5 mL,L27403L,MIP-DA-06,Desarrollo Analítico,Análisis Fisicoquímicos,Calibración,6,,,,,,,,,,,,,,,,03-feb-23,03-ago-23,,03-feb-24,01-ago-24,,04-feb-25,04-ago-25,
Micropipeta,Eppendorf,100 - 1000 μL,I38256L,MIP-DA-07,NA,NA,NA,NA,,,,,,,,,,,,,,,,03-feb-23,03-ago-23,,03-feb-24,,,,,
Micropipeta,Eppendorf,100 - 1000 μL,I37928L,MIP-DA-08,NA,NA,NA,NA,,,,,,,,,,,,,,,,04-mar-23,05-sep-23,,02-mar-24,03-sep-24,,,,
Micropipeta,Eppendorf,Research plus 100 - 1000 μL,P17135J,MIP-DA-09,Desarrollo Analítico,Análisis Fisicoquímicos,Calibración,12,,,,,,,,,,,,,,,,,,,,01-jul-24,,,02-jul-25,
Micropipeta,Eppendorf,Research plus 100 - 1000 μL,P17139J,MIP-DA-10,Desarrollo Analítico,Análisis Fisicoquímicos,Calibración,12,,,,,,,,,,,,,,,,,,,,01-jul-24,,,02-jul-25,
Micropipeta,VWR,VWR EHP1000 1CH,E42762007,MIP-DA-11,Desarrollo Analítico,Análisis Fisicoquímicos,Calibración,6,,,,,,,,,,,,,,,,,,,,,,04-feb-25,04-ago-25,
Micropipeta,VWR,VWR EHP1000 1CH,E42762017,MIP-DA-12,Desarrollo Analítico,Análisis Fisicoquímicos,Calibración,6,,,,,,,,,,,,,,,,,,,,,,04-feb-25,04-ago-25,
Micropipeta,Thermo Scientific,Finnpipette F1,JH36377,MIP-LC-01,NA,NA,NA,NA,18-Ene-18,17-Jul-18,,24-Ene-19,19-Jul-19,,23-Ene-20,,,,,,,,,,,,,,,,,
Micropipeta,Thermo Scientific,Finnpipette F1,JH54815,MIP-LC-02,Microbiología,Microbiología,Calibración,6,30-Ene-18,31-Jul-18,,24-Ene-19,19-Jul-19,,22-Ene-20,21-jul-20,,22-ene-21,19-jul-21,,13-ene-22,07-jul-22,21-dic-22,07-jun-23,09-dic-23,,04-jun-24,03-dic-24,,03-jun-25,,
Micropipeta,VWR,VE100,842740197,MIP-LC-03,NA,NA,NA,NA,,16-Nov-18,,14-May-19,15-Nov-19,,07-may-20,15-nov-20,,11-may-21,09-nov-21,,04-may-22,04-nov-22,,11-may-23,07-nov-23,,,,,,,
Micropipeta,VWR,VE1000,742766379,MIP-LC-04,Control de Calidad,Análisis Fisicoquímicos,NA,6,,16-Nov-18,,14-May-19,15-Nov-19,,07-may-20,15-nov-20,,11-may-21,09-nov-21,,04-may-22,04-nov-22,,11-may-23,07-nov-23,,06-may-24,07-nov-24,,,,
Micropipeta,VWR,VE5000,842780399,MIP-LC-05,Control de Calidad,Análisis Fisicoquímicos,Calibración,6,,16-Nov-18,,14-May-19,21-Nov-19,,07-may-20,15-nov-20,,11-may-21,09-nov-21,,04-may-22,04-nov-22,,11-may-23,02-oct-23,,02-abr-24,02-oct-24,,01-abr-25,,
Micropipeta,VWR,VE1000,842764274,MIP-LC-06,NA,NA,NA,NA,,,,,20-Ago-19,,24-Feb-20,19-ago-20,,29-ene-21,19-jul-21,,25-ene-22,15-jul-22,,,,,,,,,,
Micropipeta,VWR,VE1000,A42760223,MIP-LC-07,Control de Calidad,Análisis Fisicoquímicos,Calibración,6,,,,,,,,08-sep-20,,08-mar-21,07-sep-21,,04-mar-22,03-sep-22,,04-mar-23,05-sep-23,,02-mar-24,03-sep-24,,04-mar-25,,
Micropipeta,VWR,VE5000,A42780452,MIP-LC-08,Control de Calidad,Análisis Fisicoquímicos,Calibración,6,,,,,,,,,,11-may-21,09-nov-21,,04-may-22,04-nov-22,,11-may-23,07-nov-23,,06-may-24,04-nov-24,,05-may-25,,
Micropipeta,Brand,Transferpette,704780,MIP-LC-09,Control de Calidad,Analisis Fisicoquímicos,Calibración,6,,,,,,,,,,,11-oct-21,,08-abr-22,03-oct-22,,07-jun-23,09-dic-23,,04-jun-24,03-dic-24,,03-jun-25,,
Micropipeta,Thermo Scientific,Finnpipette F2 0.5-5 mL,UU06703,MIP-LC-10,Control de Calidad,Analisis Fisicoquímicos,Calibración,6,,,,,,,,,,,,,,,,,03-ago-23,,03-feb-24,01-ago-24,,06-feb-25,04-ago-25,
Micropipeta,Thermo Scientific,Finnpipette F2 100-1000 μL,TU09335,MIP-LC-11,Control de Calidad,Analisis Fisicoquímicos,Calibración,6,,,,,,,,,,,,,,,,,03-ago-23,,03-feb-24,01-ago-24,,04-feb-25,04-ago-25,
Micropipeta,Thermo Scientific,Finnpipette F2 10-100 μL,SU33609,MIP-LC-12,Control de Calidad,Analisis Fisicoquímicos,Calibración,6,,,,,,,,,,,,,,,,,03-ago-23,,03-feb-24,01-ago-24,,04-feb-25,04-ago-25,
Micropipeta,VWR,VE100,D42741588,MIP-LC-13,Control de Calidad,Análisis Fisicoquímicos,Calibración,12,,,,,,,,,,,,,,,,,,,,14-ago-24,,,04-ago-25,
Micropipeta,VWR,VE1000,C42762074,MIP-MI-01,Microbiología,Microbiología,Calibración,6,,,,,,,,,,,,,,,,04-mar-23,05-sep-23,,02-mar-24,03-sep-24,,04-mar-25,01-sep-25,
Micropipeta,VWR,VE1000,C42762480,MIP-MI-02,Microbiología,Microbiología,Calibración,6,,,,,,,,,,,,,,,,04-abr-23,02-oct-23,,02-abr-24,02-oct-24,,01-abr-25,,
Microscopio,VWR,82026-622,936794,MIC-LC-01,Control de Calidad,Análisis Fisicoquímicos,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,
Microscopio,LABOMED,CxL,ND,MIC-LC-02,Microbiología,Preparación Microbiológica,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,
Muestreador de aire,TRIO.BAS,MONO,2720012,MUE-LC-01,Microbiología,Preparación Microbiológica,Calibración,12,,,,,,,,08-sep-20,,,04-sep-21,,03-sep-22,,,,05-sep-23,,,03-sep-24,,,02-sep-25,
Muestreador de aire,TRIO.BAS,GAS,2720004,MUE-LC-02,Microbiología,Preparación Microbiológica,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,
Multimetro,Truper,MUT-039,10402,MUT-MA-01,Mantenimiento,"Móvil, Taller de Mantenimiento",Calibración,18,,,,,,,,,,,11-oct-21,,,,,04-abr-23,,,,03-oct-24,,,,
Multiparamétrico,HATCH,Pocket Pro+Multi2,170728001234,MUL-DA-01,NA,NA,NA,NA,,,,,,,17-Feb-20,,,12-ene-21,,26-may-21,14-may-22,,,11-may-23,,,,,,,,
Multiparamétrico,HATCH,Pocket Pro+Multi2,190728001089,MUL-DA-02,NA,NA,NA,NA,,,,,13-Dic-19,,,,,,,,,,,,,,,,,,,
Multiparamétrico,HATCH,Pocket Pro+Multi2,191228001077,MUL-DA-03,NA,NA,NA,NA,,,,,,,11-may-20,,,19-may-21,,,05-may-22,,,,,,,,,,,
Multiparamétrico,HACH,Pocket Pro + Multi 2,170628001260,MUL-LC-01,NA,NA,NA,NA,,23-Ago-18,,,21-Ago-19,,,19-ago-20,,,20-jul-21,,06-jul-22,,,,,,,,,,,
Multiparamétrico,HACH,Pocket Pro + Multi 2,170628001233,MUL-LC-02,NA,NA,NA,NA,,23-Ago-18,,,29-Ago-19,,,01-sep-20,,,,,,,,,,,,,,,,
Medidor multiparamétrico ,HACH,POCKET PRO TESTER,220727001068,MUL-LC-03,Control de Calidad,"Móvil (Análisis Instrumental I, Análisis Instrumental II, Análisis Fisicoquímicos y Disolución)",Calibración,12,,,,,,,,,,,,,,,,,,,03-feb-24,,,04-feb-25,,
Nivel,SPI-TRONIC,PRO 3600,31-040-9,NIV-VA-01,Mantenimiento,"Móvil, Taller de Mantenimiento",Calibración,18,12-Mar-18,,,,12-Sep-19,,,,,08-mar-21,,,03-sep-22,,,,,,02-mar-24,,,,01-sep-25,
Parrilla con agitador,Corning,PC-420D,1535 21040240,PAA-DA-01,Desarrollo Analítico,Móvil,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,
Parrilla con agitador,Corning,PC-420D,NW23BAA0002429,PAA-DA-02,Desarrollo Analítico,Móvil,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,
Parrilla con agitador,VWR,12365-452,0-90914007,PAA-LC-01,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,
Parrilla con agitador,Corning,PC-420D,NW23AAA0000620,PAA-LC-02,Control de Calidad,Análisis Fisicoquímicos,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,
Parrilla con agitador,Corning,PC-420D,NW23AAA0000607,PAA-LC-03,Control de Calidad,Análisis Fisicoquímicos,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,
Parilla con agitador,DLAB,ND,ND,PAA-MI-01,Microbiología,Preparación Microbiológica,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,
Parilla con agitador,DLAB,ND,ND,PAA-MI-02,Microbiología,Preparación Microbiológica,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,
Parrilla eléctrica,Thomas Scientific,10x10,120201001,PAE-LC-01,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,
Parrilla eléctrica,VWR,984VW0CHPUSP,190107002,PAE-LC-02,Microbiología,Preparación Microbiológica,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,
Parrilla eléctrica,VWR,10x10,181008001,PAE-LC-03,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,
Pesa 5Kg,RICE LAKE,Clase F,15F054,PES-VA-01,Validación ,"Móvil, Almacén de Validación",Calibración,12,,02-Oct-18,,,07-Oct-19,,,01-oct-20,,,09-dic-21,,,03-dic-22,,,07-dic-23,,,03-dic-24,,,,
Pesa 10Kg,RICE LAKE,Clase F,15F075,PES-VA-02,Fabricación,Utensilios y Aditamentos de Fabricación,Calibración,12,,15-Dic-18,,,12-Dic-19,,,14-dic-20,,,09-dic-21,,,03-dic-22,,,07-dic-23,,,03-dic-24,,,,
Pesa 25Kg,RICE LAKE,Clase F,15F069,PES-VA-03,Fabricación,Utensilios y Aditamentos de Fabricación,Calibración,12,,21-Dic-18,,,12-Dic-19,,,14-dic-20,,,09-dic-21,,,03-dic-22,,,07-dic-23,,,03-dic-24,,,,
Pesa 50Kg,RICE LAKE,Clase F,15F065,PES-VA-04,NA,NA,NA,NA,21-Ene-18,,,24-Ene-19,,,,,,,,,,,,,,,,,,,,
Pesa 50Kg,RICE LAKE,Clase F,15F065,PES-VA-05,NA,NA,NA,NA,21-Ene-18,,,24-Ene-19,,,,,,,,,,,,,,,,,,,,
Pistola de recubrimiento,BINKS,BBR HVLP,NA,PIR-PR-01,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,
Punzón 6 mm,ND,ND,ND,PUN-DF-01,Desarrollo Farmacéutico,Desarrollo Farmacéutico,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,
Punzón 8 mm,ND,ND,ND,PUN-DF-02,Desarrollo Farmacéutico,Desarrollo Farmacéutico,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,
Punzón 10 mm,ND,ND,ND,PUN-DF-03,Desarrollo Farmacéutico,Desarrollo Farmacéutico,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,
Punzón 11.1 mm x 5.5 mm,ND,ND,ND,PUN-DF-04,Desarrollo Farmacéutico,Desarrollo Farmacéutico,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,
Purificador de agua,ELGA Purelab,Ultra ANMK2,UAF268T31,PUR-LC-01,Control de Calidad,Disolución,Calibración,12,26-Mar-18,,,05-abr-19,,,30-jun-20,,,11-may-21,,,18-may-22,,,04-may-23,,,08-may-24,,,02-may-25,,
Registrador de temperatura ,Graphtec,GL220,ND,REG-VA-01,Validación ,"Móvil, Almacén de Validación",Calibración,12,12-May-18,14-Dic-18,,,13-Dic-19,,,27-nov-20,,,08-nov-21,,,05-nov-22,,,03-nov-23,,,04-nov-24,,,,
Registrador de temperatura ,Omega,OM-EL-USB-1-PRO-A,10025143,REG-VA-02,Validación ,"Móvil, Almacén de Validación",Calibración,18,,24-Ago-18,,,,,24-Feb-20,,,,20-jul-21,,,,,21-ene-23,,,,02-jul-24,,,,
Registrador de temperatura,Omega,OM-EL-USB-1-PRO-A,68001028,REG-VA-03,Validación,"Móvil, Almacén de Validación",Calibración,18,,,,,,,,15-ago-20,,,,,16-feb-22,,,,04-ago-23,,,,,05-feb-25,,
Registrador de temperatura y humedad,Amprobe,TB300,16070001,DAT-LO-01,NA,NA,NA,NA,12-may-18,,,,,,,,,,,,,,,,,,,,,,,
Registrador de temperatura y humedad,CEM,DT-171,180106970,DAT-LO-02,NA,NA,NA,NA,12-Mar-18,,,26-Mar-19,,,,,,,,,,,,,,,,,,,,
Registrador de temperatura y humedad,CEM,DT-171,180106971,DAT-LO-03,NA,NA,NA,NA,07-Abr-18,,,10-Abr-19,,,,,,,,,,,,,,,,,,,,
Registrador de temperatura y humedad,CEM,DT-171,180106977,DAT-LO-04,NA,NA,NA,NA,12-May-18,,,14-May-19,,,07-may-20,,,24-may-21,,,24-may-22,,,11-may-23,,,03-may-24,,,06-may-25,,
Registrador de temperatura y humedad,CEM,DT-171,180106972,DAT-LO-05,NA,NA,NA,NA,12-May-18,,,14-May-19,,,,,,,,,,,,,,,,,,,,
Registrador de temperatura y humedad,CEM,DT-171,180106976,DAT-LO-06,NA,NA,NA,NA,12-May-18,,,14-May-19,,,07-may-20,,,12-may-21,,,04-may-22,,,11-may-23,,,03-may-24,,,06-may-25,,
Registrador de temperatura y humedad,CEM,DT-171,180106973,DAT-LO-07,Validación ,"Móvil, Almacén de Validación",Calibración,12,,31-Jul-18,,,24-Jul-19,,,29-jul-20,,,19-jul-21,,05-jul-22,,,,01-jul-23,,,02-jul-24,,,01-jul-25,
Registrador de temperatura y humedad,CEM,DT-171,180106975,DAT-LO-08,NA,NA,NA,NA,11-Jun-18,,,12-Jun-19,,,11-jun-20,,,12-may-21,,,04-may-22,,,11-may-23,,,,,,,,
Registrador de temperatura y humedad,CEM,DT-171,180106974,DAT-LO-09,Validación ,"Móvil, Almacén de Validación",Calibración,12,11-Jun-18,,,12-Jun-19,,,11-jun-20,,,10-jun-21,,,11-jun-22,,,,01-jul-23,,,02-jul-24,,,01-jul-25,
Registrador de temperatura y humedad,CEM,DT-171,181004511,DAT-VA-01,NA,NA,NA,NA,,25-Nov-18,,,,,,,,,,,,,,,,,,,,,,
Registrador de temperatura y humedad,CEM,DT-171,181004514,DAT-VA-02,Validación,"Móvil, Almacén de Validación",Calibración,12,,25-Nov-18,,,14-Nov-19,,,14-dic-20,,,09-dic-21,,,02-dic-22,,,07-dic-23,,,05-dic-24,,,,
Registrador de temperatura y humedad,CEM,DT-171,181004515,DAT-VA-03,Validación,"Móvil, Almacén de Validación",Calibración,12,,25-Nov-18,,,14-Nov-19,,,16-nov-20,,,10-nov-21,,,05-nov-22,,,15-nov-23,,,05-nov-24,,,,
Registrador de temperatura y humedad,CEM,DT-171,181004519,DAT-VA-04,Validación,"Móvil, Almacén de Validación",Calibración,12,,25-Nov-18,,,14-Nov-19,,,16-nov-20,,,10-nov-21,,,05-nov-22,,,06-nov-23,,,05-nov-24,,,,
Registrador de temperatura y humedad,CEM,DT-171,181004516,DAT-VA-05,Validación,"Móvil, Almacén de Validación",Calibración,12,,25-Nov-18,,,14-Nov-19,,,16-nov-20,,,10-nov-21,,,05-nov-22,,,15-nov-23,,,05-nov-24,,,,
Registrador de temperatura y humedad,CEM,DT-171,181004517,DAT-VA-06,Validación,"Móvil, Almacén de Validación",Calibración,12,,25-Nov-18,,,14-Nov-19,,,16-nov-20,,,10-nov-21,,,05-nov-22,,,06-nov-23,,,05-nov-24,,,,
Registrador de temperatura y humedad,CEM,DT-171,181004518,DAT-VA-07,Validación,"Móvil, Almacén de Validación",Calibración,12,,25-Nov-18,,,14-Nov-19,,,16-nov-20,,,10-nov-21,,,05-nov-22,,,15-nov-23,,,05-nov-24,,,,
Registrador de temperatura y humedad,CEM,DT-171,181004513,DAT-VA-08,Validación,"Móvil, Almacén de Validación",Calibración,12,,25-Nov-18,,,14-Nov-19,,,16-nov-20,,,10-nov-21,,,05-nov-22,,,06-nov-23,,,05-nov-24,,,,
Registrador de temperatura y humedad,CEM,DT-171,181004510,DAT-VA-09,Validación,"Móvil, Almacén de Validación",Calibración,12,,25-Nov-18,,,14-Nov-19,,,16-nov-20,,,10-nov-21,,,05-nov-22,,,06-nov-23,,,05-nov-24,,,,
Registrador de temperatura y humedad,CEM,DT-171,181004512,DAT-VA-10,Validación,"Móvil, Almacén de Validación",Calibración,12,,25-Nov-18,,,14-Nov-19,,,16-nov-20,,,10-nov-21,,,05-nov-22,,,15-nov-23,,,05-nov-24,,,,
Registrador de temperatura y humedad,CEM,DT-171,181004520,DAT-VA-11,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,22-dic-22,,,07-dic-23,,,05-dic-24,,,,
Registrador de temperatura y humedad,Ampere,EL-USB-2,065042284,DAT-VA-12,NA,NA,NA,NA,,,,,,,,,,,,,,,,10-may-23,,,03-may-24,,,06-may-25,,
Registrador de temperatura y humedad,Ampere,EL-USB-2,065042212,DAT-VA-13,NA,NA,NA,NA,,,,,,,,,,,,,,,,10-may-23,,,03-may-24,,,06-may-25,,
Registrador de temperatura y humedad,Ampere,EL-USB-2,065042822,DAT-VA-14,NA,NA,NA,NA,,,,,,,,,,,,,,,,10-may-23,,,03-may-24,,,06-may-25,,
Registrador de temperatura y humedad,Ampere,EL-USB-2,065042851,DAT-VA-15,NA,NA,NA,NA,,,,,,,,,,,,,,,,10-may-23,,,03-may-24,,,06-may-25,,
Registrador de temperatura y humedad,Ampere,EL-USB-2,065041750,DAT-VA-16,NA,NA,NA,NA,,,,,,,,,,,,,,,,10-may-23,,,03-may-24,,,06-may-25,,
Registrador de temperatura y humedad,Ampere,EL-USB-2,065042000,DAT-VA-17,NA,NA,NA,NA,,,,,,,,,,,,,,,,10-may-23,,,03-may-24,,,06-may-25,,
Registrador de temperatura y humedad,Ampere,EL-USB-2,065041436,DAT-VA-18,NA,NA,NA,NA,,,,,,,,,,,,,,,,10-may-23,,,03-may-24,,,06-may-25,,
Registrador de temperatura y humedad,Ampere,EL-USB-2,065032335,DAT-VA-19,NA,NA,NA,NA,,,,,,,,,,,,,,,,10-may-23,,,03-may-24,,,06-may-25,,
Registrador de temperatura y humedad,Ampere,EL-USB-2,065042582,DAT-VA-20,NA,NA,NA,NA,,,,,,,,,,,,,,,,10-may-23,,,03-may-24,,,06-may-25,,
Registrador de temperatura y humedad,Ampere,EL-USB-2,065038891,DAT-VA-21,NA,NA,NA,NA,,,,,,,,,,,,,,,,10-may-23,,,03-may-24,,,06-may-25,,
Registrador de temperatura y humedad,Ampere,EL-USB-2,065031284,DAT-VA-22,NA,NA,NA,NA,,,,,,,,,,,,,,,,10-may-23,,,03-may-24,,,06-may-25,,
Registrador de temperatura y humedad,Ampere,EL-USB-2,065033029,DAT-VA-23,NA,NA,NA,NA,,,,,,,,,,,,,,,,10-may-23,,,03-may-24,,,06-may-25,,
Registrador de temperatura y humedad,Ampere,EL-USB-2,065032586,DAT-VA-24,NA,NA,NA,NA,,,,,,,,,,,,,,,,10-may-23,,,03-may-24,,,06-may-25,,
Registrador de temperatura y humedad,Ampere,EL-USB-2,065044633,DAT-VA-25,NA,NA,NA,NA,,,,,,,,,,,,,,,,10-may-23,,,03-may-24,,,06-may-25,,
Registrador de temperatura y humedad,Ampere,EL-USB-2,065041322,DAT-VA-26,NA,NA,NA,NA,,,,,,,,,,,,,,,,10-may-23,,,03-may-24,,,06-may-25,,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000000530,DAT-VA-27,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,03-may-24,,,06-may-25,,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000002972,DAT-VA-28,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,03-may-24,,,06-may-25,,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000000594,DAT-VA-29,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,03-may-24,,,06-may-25,,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000000986,DAT-VA-30,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,03-may-24,,,06-may-25,,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000002332,DAT-VA-31,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,03-may-24,,,06-may-25,,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000000704,DAT-VA-32,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,03-may-24,,,06-may-25,,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000000493,DAT-VA-33,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,03-may-24,,,06-may-25,,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000000488,DAT-VA-34,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,03-may-24,,,06-may-25,,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000002002,DAT-VA-35,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,03-may-24,,,06-may-25,,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000001208,DAT-VA-36,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,03-may-24,,,06-may-25,,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000005771,DAT-VA-37,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,,,,05-ago-24,,,01-ago-25,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000001697,DAT-VA-38,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,,,,05-ago-24,,,01-ago-25,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000005819,DAT-VA-39,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,,,,05-ago-24,,,01-ago-25,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000005793,DAT-VA-40,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,,,,05-ago-24,,,01-ago-25,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000002333,DAT-VA-41,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,,,,05-ago-24,,,01-ago-25,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000002340,DAT-VA-42,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,,,,05-ago-24,,,01-ago-25,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000001528,DAT-VA-43,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,,,,05-ago-24,,,01-ago-25,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000002259,DAT-VA-44,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,,,,05-ago-24,,,01-ago-25,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000005776,DAT-VA-45,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,,,,05-ago-24,,,01-ago-25,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000002568,DAT-VA-46,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,,,,05-ago-24,,,01-ago-25,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000005763,DAT-VA-47,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,,,,05-ago-24,,,01-ago-25,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000000620,DAT-VA-48,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,,,,05-ago-24,,,01-ago-25,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000002616,DAT-VA-49,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,,,,05-ago-24,,,01-ago-25,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000005797,DAT-VA-50,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,,,,05-ago-24,,,01-ago-25,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000005817,DAT-VA-51,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,,,,05-ago-24,,,01-ago-25,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000014757,DAT-VA-52,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,,,,,,,01-ago-25,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000014779,DAT-VA-53,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,,,,,,,01-ago-25,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000014869,DAT-VA-54,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,,,,,,,04-ago-25,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000014786,DAT-VA-55,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,,,,,,,04-ago-25,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000014827,DAT-VA-56,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,,,,,,,04-ago-25,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000014854,DAT-VA-57,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,,,,,,,04-ago-25,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000014793,DAT-VA-58,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,,,,,,,04-ago-25,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000014767,DAT-VA-59,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,,,,,,,01-ago-25,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000014870,DAT-VA-60,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,,,,,,,01-ago-25,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000014801,DAT-VA-61,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,,,,,,,01-ago-25,
Registrador de temperatura y humedad,Lascar Electronics,EL-USB-2,000014799,DAT-VA-62,Validación,"Móvil, Almacén de Validación",Calibración,12,,,,,,,,,,,,,,,,,,,,,,,04-ago-25,
